title,author,doc_id,parent,text
It's gonna be a Lyft weekend in KC,jfinks,7240155,451027,"I don't get anything near that. No 3 ride streaks at all last week. Have some this week though. My bonus is 84 for 38 rides, then like 50 more for 15...."
It's gonna be a Lyft weekend in KC,NGOwner,7300321,451027,"Got another one last weekend.10.5 hours away from home. 294 total driven miles. 31 rides. $572.$183 was the ride earnings. $150 was the bonus, $205 payout to make guarantee, and $34 in tips. 8 of the 31 rides tipped, and one rider accounted for 45% of the tip total.But let's be real ..... Without the combination of bonuses and guarantees, Lyft is just not worth it.[NG]Owner"
It's gonna be a Lyft weekend in KC,jfinks,7300429,451027,Ya I haven't been driving much but went out for a 3 ride streak bonus the other night. In a little over an hour made 37 with an 18 bonus. No tips so rated all three 2 stars. lolWithout the bonus would have been $18 minus $4 for gas. Drove about 40 miles total so not bad at $1.00 per mile.So at best without bonus would have been about $14 per hour. Less if you take away full mileage deduction.
Interesting car in airport lot,,453668,0,
Interesting car in airport lot,John McYeet,7277699,453668,Wouldn’t be my choice of vehicle to do Uber in but whatever.
Interesting car in airport lot,W00dbutcher,7277965,453668,"Kingman–Norwich USD 331 is a public unified school district headquartered in Kingman, Kansas, United States. The district includes the communities of Kingman, Norwich, Anness, Calista, Cleveland, Milton, Murdock, Rago, Spivey, Suppesville, Varner, Waterloo, and nearby rural areas."
Interesting car in airport lot,W00dbutcher,7277966,453668,"The ""USD"" gave it away."
Interesting car in airport lot,Schmanthony,7280629,453668,Did Uber launch a new XXXL platform without any of us noticing?
Anyone win the Lyft lottery last night?,,453795,0,
Anyone win the Lyft lottery last night?,jfinks,7279990,453795,"I was already at terminal picking up when I saw lyft throw out a $50 bonus. Tempting to shuffle the uber riders and head back to the lot, but it was late and probably would miss out on any ride at all."
Anyone win the Lyft lottery last night?,NGOwner,7280274,453795,Not me. I was sound asleep at 2:40AM. Snoring contentedly.[NG]Owner
Anyone win the Lyft lottery last night?,jfinks,7280299,453795,"Ya I was only up there since I dropped someone off up that way and my flight apps said there were two late flights coming in. Lots of surge and 3 ride bonuses Sunday night. Didn't do one lyft trip last week, they had no bonuses at all."
Anyone pick up at airport Thursday night and take someone to Springfield?,,453245,0,
Anyone pick up at airport Thursday night and take someone to Springfield?,jfinks,7270923,453245,"I was up at airport around 2am Thursday night/Friday Am... Got a 60+ minute request on uber. From the holding lot I messaged. He said Springfield. I was like wow....thinking that is over 3 hours one way. Looked up on the Uber app what he would pay for it and it said 205ish. I'm pretty sure he waited until that late because it was surging $13 earlier and that probably put it up over 300.I considered it and asked for a return trip fee, he said all he could afford was $20. lol. that is maybe half a tip for that trip... Told him I'd consider it for $100 extra. He said couldn't afford. Cancelled.Meanwhile I looked up what a greyhound bus would cost if I got another request. $70 leaving at 7:15am.Sure enough got another 60+ minute request and accepted so I could offer him an option. He said he didn't want to wait for a bus after I told him I'd take him to the bus station down town. Bus ride would have cost him $100 is total after adding my ride to the bus station. I have the chat logs to read if anyone is interested."
Anyone pick up at airport Thursday night and take someone to Springfield?,Uber's Guber,7271772,7270923,
Anyone pick up at airport Thursday night and take someone to Springfield?,jfinks,7271870,453245,
Anyone pick up at airport Thursday night and take someone to Springfield?,jfinks,7271872,453245,
Anyone pick up at airport Thursday night and take someone to Springfield?,jfinks,7271875,453245,"These were over the course of 3 times I accepted the ride. The second 2 were just so I could give him bus option. There were 2 or 3 other requests from him that I ignored. I was trying to keep my $13 surge as best I could. I ended up waiting and struck out on any rides at all, packed it in and headed home.Am curious if someone actually took him to Springfield. At the rider cost of about 205 and no surge all you would make is about $120 for 7 hours round trip driving, Gas would be about $50ish. So $10 an hour, and way less if you do the deduction on 350 miles round trip. I'd probably have done it for $250. Fare + tip + $100. But giving an ungrateful broke guy a ride that far didn't sound very fun."
Anyone pick up at airport Thursday night and take someone to Springfield?,John McYeet,7277183,453245,I would have done the same thing. Shame that there’s people out there who would do this. They keep this shitty company in business
Anyone pick up at airport Thursday night and take someone to Springfield?,jfinks,7277191,453245,"Ya not sure how it would have worked out. I was sitting on a $13 surge, but the rider price was only 205 and as low as 190. With no surge I would have made what 120-130? If Uber multiplied the surge based on distance I could have made out pretty good. But without knowing how they would calculate the surge in, only thing I could do is ask for $100 extra. If uber would have multiplied the surge they would have lost their ass on the ride."
Anyone pick up at airport Thursday night and take someone to Springfield?,John McYeet,7277196,453245,The whole reason they got rid of the multiplier surge
Anyone pick up at airport Thursday night and take someone to Springfield?,jfinks,7277219,453245,"Not always true, I've had a $13 surge turn into 23-30 surge. Depends on distance and what the rider was quoted for the ride. A while back when the airport was doing $26 surges uber would routinely loose money on each ride."
lol wtf,,452665,0,
lol wtf,mrwhts,7260800,452665,Did anyone see this?
lol wtf,mrwhts,7269821,452665,Police Prepare For Nationwide BLM Riots As Rittenhouse
Wridz?? Anybody heard of them,,451266,0,
Wridz?? Anybody heard of them,RobRaiderred4,7239254,451266,I'm new to KC. Driving a few years. Some peeps are mentioning them but I have bro in Lubbock that says their trash? Anyone know? I was going to ask a few other forums? Thanks.
Wridz?? Anybody heard of them,NGOwner,7239921,451266,Nope. And they don't even tell you where they offer services. Amateurs.[NG]Owner
Wridz?? Anybody heard of them,mrwhts,7244939,451266,Trash devs
App for Busy Bars/Restaurants,,451109,0,
App for Busy Bars/Restaurants,braddulny,7237011,451109,Anyone seen the new mobile app that shows/alerts you when KC Bars & Restaurants get busy? If everyone uses it and submits updates it would help everyone to know what kind of night it will be and where the most activity will. It’s called Dodgeball: Bars & Restaurants.
Premium pickup??,,247791,0,
Premium pickup??,ScubaSteve2177,3736353,247791,What is premium pickup possible and premium pickup likely????Also got report for safety and professionalism.. both from same pax because some other driver almost hit me and I assume the professionalism was because I was wearing sweat pants gotta be comfy!Done for this weekend.. st pats brings out the worst.
Premium pickup??,bpsa1,3738433,247791,I think it's just to notify you of a long pick up fee when going 11+ minutes to pick somebody up on Uber. If it's above 15 minutes it will say pickup premium likely versus possible.
Premium pickup??,Mista T,3740694,3736353,"Sweat pants, 90% of my Uber attire. Gotta be comfy is right!!Pickup Premium Possible is Uber trying to put a positive spin on the fact that you will be driving much longer than normal to pick up one of their valued customers, and they MIGHT give you a few pennies extra once you pass the 10 minute mark. PPP is latin for ""ignore""."
Premium pickup??,Davew444,7221279,247791,"I have to agree - Ignore! I was in downtown KC and got a ""pickup premium"" likely in Grandview - a long drive! I accepted and the fare total was less that $5. And no pickup premium was listed in the fare breakdown. What a scam! Uber - from now on I don't accept any ""pickup premium"" offers!"
Premium pickup??,jfinks,7222151,3738433,"It varies by market, in KC it is 12 I think.Premium pickups can be ok, depends on where the pickup is. If it is out west of KC somewhere a lot of times they are coming back into the city. Easy to get burned on this though."
Premium pickup??,NGOwner,7222789,247791,Holy necrobump Batman .....[NG]Owner
Premium pickup??,jfinks,7222932,7222789,"Still relevant, beats making a whole new thread about it."
lower pay less money being made.,,445267,0,
lower pay less money being made.,mrwhts,7134920,445267,Seems the last 2 weeks lower money made.They are talking 50% or more every ride now.So I am seeing a 20-30 % drop in money made a day in KC area.
lower pay less money being made.,NGOwner,7135732,445267,"I haven't driven in about three weeks.Once they changed out the multiplier for the dollar surges, I was out.Once the quests dipped below $60 for twenty rides, I was out.Can't make any money // not worth my time anymore.But I can drink at home![NG]Owner"
lower pay less money being made.,mrwhts,7135734,445267,Well I am done also this is for the birds. Or for kids who have no bills.
lower pay less money being made.,Igimba331999,7136144,445267,"But is Dara paying attention? **** no!!Such a strange way to run a company, abuse your biggest assets."
lower pay less money being made.,jfinks,7136708,7135732,The quest for 40 - 50 rides is usually decent but if they gave a full week to reach it wouldn't be too bad. 40 rides in 3.5ish days is tough to hit sometimes especially when you are doing some Lyft.
lower pay less money being made.,mrwhts,7151071,445267,Even with the bonus the end result is very poor.And if you try to take the long ride pickups you will never make the bonus. Rising gas prices about 5 dollars a day more in gas alone.The estimate-earnings chart Uber has lies about the money being made in MO it's on average about $10.00 bucks and hour off. Do not be fooled.
lower pay less money being made.,Igimba331999,7169841,445267,"It is off quite a bit more. If we were making more than minimum wage after all the expenses of running a vehicle, Dara would buy a bunch of fleet vehicles and just pay minimum wage, but they know it costs more, so they let us bear the expense and lie about how profitable it is to be an Uber driver. Uber continues to prey on drivers that confuse cash in their pocket with income until the car breaks down and all that cash gets handed to a mechanic, or they trade in a car with only salvage value and start the game all over again with a carryover loan of the remaining balance owed on the old car."
lower pay less money being made.,mrwhts,7171833,7169841,They are double charging people for rides. I did a test the last weekend just to see if same crap going on. I was told by rider that the amount was double what it normally is. The driver gets same amount as before plus 2 bucks for surge. I picked up a person for the third time. All three rides exact same route but as of late double. On my end it was a surge for about 2 bucks yet double on riders end. Others as of late said prices have gone up on riders but drivers it's less and less. Time for a strike People.
lower pay less money being made.,Nythain,7174431,445267,"Hi.Just started rideshare a couple weeks ago. Currently with Lyft as Uber screwed up my application and wont resubmit my background check to Checkr so I'm stuck in an infinite ""Pending"" state with them. Can confirm Lyft is screwing customers and it's really hurting my pocketbook lol. I've talked to numerous customers who had no intention of tipping because they assumed I was getting a decent chunk of what Lyft is charging them.So far I'm not doing too bad in the off hours of my 9-5, but I feel it's a lot of pushing hard just to average 15-20/hr before expenses. Would probably help if Lyft offered more incentives, 3 ride streaks during a slow hour (8:30pm-9:30pm on a weeknight? really Lyft?) just doesn't cut it. I haven't seen the equivalent of a ""surge"" though I did get a ""personal power zone"" pop in the middle of nowheresville. Noped out of that real quick. I also haven't seen the equivalent of a X rides in Y days challenge either. Overall, for flat fare and the occasional tip I guess I'm not doing too bad on the earnings but those earnings should definitely be higher.Just wanted to rant a little bit with you all. I'm sticking with it as I need the extra dough and I like working in my flip-flops but was definitely a little mislead and disappointed after starting."
lower pay less money being made.,jfinks,7178255,7174431,"Don't get worked up about $ per hour. Think more about how much $per mile and maximize that. No long pickups, but semi long pickups can work out if there is a streak bonus involved. Try not to stray too far from your home, sometimes this is unavoidable. For me ,once I hit the border, I'm usually going offline or destination filtering to the airport, home or somewhere out west. Once I am east, I don't want to go further east or north to Liberty, or south to Lee's Summit if possible. A lot of times it is hard to find a destination ride back west from the far east reaches of KC. Like once I am in Grandview, next trip is usually Lee's summit pickup or Lee's summit bound with a rider... I think Lee's Summit and Liberty are very underserved, short on drivers. East KC as a whole probably is also. I try to stay out of East KC, a different breed of human exists out there, especially at night. lol. Stadium pickups can be good as long as it isn't a packed event where you sit in traffic for an hour.Avoid early morning trips to the airport unless there is a good premium on the ride. There are no inbound flights to the airport until 8:30 am pretty much every day. That means very little rides out of the airport until 8:30 or 9am."
lower pay less money being made.,jfinks,7178269,7171833,Ya I had a $13 surge ride from the airport to Leawood. Rider said it was $99 which is about 30-40 higher than normal. I got $53 from uber and she tipped 8 or so. Not too bad but ya Uber is taking up to 50% of the fare.
lower pay less money being made.,Nythain,7178278,445267,"Hey, thanks for the tips. Glad to hear and learn from others in the areaItryto avoid east kc, south east kc, and independence if possible, mostly cause i know im gonna end up with long pickups. Just recently learned grandview is a blessing and a curse lol. Went out there twice last night. Long rides were nice, and the first trip ended up snagging a long trip to the crossroads, but second trip just had me finishing my night in lees summit (didnt even know they had a downtown lol) which only sucked cause i live in nkc so ride home was wasted time and miles.Aside from a lack of hardly anyone tipping (which i feel is largely in part the fact pax think we make a good % of what they are paying already) my experiences have been great. I love to drive, and people can be very entertaining sometimes.An example of why i try to avoid large venues, had one ride to the Garth Brooks concert, right before it was supposed to start. 1hr25min of traffic. Luckily pax was super cool, walked the last .7 miles and even gave me my biggest tip that night lol. But could have gone so wrong."
lower pay less money being made.,jfinks,7179619,445267,"Ya I was in Mission around Roe and 35 on Garth Brooks night. Got a pretty good surge request for the Stadium. I just hung out at the QT there and eventually they canceled. This was around midnight, long after the concert. That's just too far to drive and I don't like going that far and risking them cancelling en route, and then have to take a lower surge ride.Tipping is so disappointing. I have a screen cap of 6 rides in a row last night with no tips. I did hit 2 $18 consecutive ride bonuses though so wasn't too bad. Later on 2 tips on the 6 rides eventually showed up. One couple I picked up in town center said it was hard to get a ride, no tip from them either. This is why it is hard to get a ride dummies. This evening I'll go back into the ride history and give 2 stars for the others that didn't tip.I did something dumb this morning and accepted a ""long trip"" at around 3:30 am. I was pretty sure it was an airport trip and it was from around 151st street in South OP. I knew what I was getting myself into when I accepted it and after taking a little break was ready for more driving. Got them to the airport around 4:15 and then camped out at the holding lot for a few hours. I left the Uber app on and at some point it picked up a $12 surge. Was able to use that at 9 am or so and took a guy to the convention center area. I did a 3 ride bonus for uber after that and headed home.So going back to what I mentioned before, I spent 11 hours in the car last night into this AM. Made about $180 or so. Per hour that sucks, but I had minimal dead miles so I'm ok with that amount. Over 4 hours of that was camped at the holding lot."
lower pay less money being made.,mrwhts,7208707,445267,11 hours in the car is worth so much more.
lower pay less money being made.,jfinks,7208790,7208707,"Ya should be, I shouldn't have taken that trip to the airport. Oh well, like I said I wasn't driving that whole 11 hours. I got lazy when I got up to the airport and just kicked back and relaxed until a plane came in around 8 or 9."
lower pay less money being made.,mrwhts,7211306,445267,"lol notice today promo are pushing people to only kill themselves. low end 20 bucks for 40 rides and 100 for 50. With long pickups impossible, If you pick and choose you lose promos."
lower pay less money being made.,Nythain,7211444,445267,Well my 20 trips is same as you (and **** that .50 per trip) but my 30+ is defo better. Uber my top tier ended at 70 trips for 260 which is still sad for the effort. I chose the 20 to 30 cause free money is free money but not killing myself for sub surge quest rewards.
lower pay less money being made.,mrwhts,7211586,7211444,40-50 trips is the lowest for $20-$100 next was 50-70 $100-$260. It's plain stupid to even try.
lower pay less money being made.,dapperstache,7212460,7178255,"Seems that way. Liberty and Lee's summit always seem to have some life, but it's never gonna be enough to get me to drive there of my own volition. I don't know what's happened, but it definately feels more dangerous in the city, particularly east of Broadway. P&L isn't the crazy center of the world it once was, and there no way in hell I'll do pickups in Westport any more. Too many shootings coming out of Throwback. Westport had the same problem back when I lived off 35th and Pennsylvania 13 years ago when the club was America's Pub. Same circus, different clowns, new name. Amazingly, the violence went down when America's pub went under, though it didn't disappear entirely.This weekend I accepted no pickups from the inner city in KCMO. I stayed south of Shawnee Mission PKWY and West of State line road, before getting sucked down as far as Stillwell. Had a nice 12 ride run there, all good rides, decent travel distances, decent pax and decent tips. Headed Northwest to Olathe where I bounced around between there, OP and Shawnee. Did a couple of airport pickups and drop offs Saturday Morning.Side note, I am seriously going to accept every reservation request the next 3 days while I am off. Maybe I can no show and get them to revoke my access to reservations."
lower pay less money being made.,jfinks,7213277,7212460,"On lyft, it won't happen, Uber will probably kick you off pretty quickly. Uber's 2 missed rides and done is pretty stiff. I could see it 2 per month and then back on. If a driver is going to take time out of their day or night to commit to a reserved ride it should be worth at least 1.5x the normal fare."
lower pay less money being made.,mrwhts,7213884,7213277,Reserved is dumb as it is. They want you online 40 min before and feed you rides that will make you late to it. Or give you a rider drunk and needs people to walk to car.On the side note did some Plyft they did a nice $115 for 15+ rides did it in about 5.5 hours on Sunday total was over 300. Problem was during Sunday to Monday got a service flag only problem I had in two ways was a pickup while dropping people off at the game. They said please hurry I paid extra to be faster. I said as nice as I could I am sorry I am still in traffic dropping off at game mihgt be a bit. She waited the whole time and had a sour face and attitude. My driving score was 99 now I think 91.
lower pay less money being made.,dapperstache,7217094,7213884,"I would have pulled over, told her that I am reporting her for asking me to violate Lyft policy AND state law. I would have screenshot it, cancelled and sent it to lyft. Who the **** do these people think they are? You text me to hurry you better bet on a smart ass response and a cancellation."
lower pay less money being made.,mrwhts,7218886,7217094,We all know reporting is useles as PUber and tlyft is today.On a side note if you get the bonus and with Tlyft streaks you can do 15 rides in about 6 hours or less as well as less miles . Compared to Pubers 10 rides 7 hours and much more miles less money. That is also based on accept all rides given.. I wanted to see how they compare and Puber is crap.
Any one here involved with these assaults?,,449229,0,
Any one here involved with these assaults?,jfinks,7207200,449229,https://www.kctv5.com/news/kansas-city-police-investigating-after-uber-drivers-assaulted-on-friday/article_68306ec8-0e93-11ec-96fe-ebc864cd470b.html
Any one here involved with these assaults?,Nythain,7208166,449229,"I read about that the other day. Glad the drivers came out ok. Getting scary out there, I always wonder if my late night ride to a bad area is going to result in getting jumped upon arrival. Wonder how long it's going to be before the wife makes me stop driving nights."
Any one here involved with these assaults?,jfinks,7208185,449229,"One was at 8:30pm so not really at ""night"". I just avoid those areas as much as possible. Lyft auto added a ride at like 87th and Troost at 4am a while back. I was pretty much done anyway so I canceled. It was only about 2 miles away from where I last dropped off."
Any one here involved with these assaults?,jfinks,7213269,449229,New article out says women drivers are being targeted for assault or car jacking.
Any one here involved with these assaults?,dapperstache,7213719,7213269,Sauce?
Any one here involved with these assaults?,Nythain,7213781,449229,"One of the headlinesFemale Uber drivers in Kansas City area believe they are being targetedTwo female Uber drivers in Kansas City say they were targeted in possible attempted carjackings, including an incident involving a taser.fox4kc.com"
Any one here involved with these assaults?,Nythain,7213782,449229,"Sad part is, it was a group of females doing the attacking"
Any one here involved with these assaults?,dapperstache,7217113,7213782,"Guys, real shit, get one of these:It's actually 2 different things, both on Amazon, total cost about $60. Best investment I have ever made. Here is proof. This guy was trying to get me to let him blow me the entire trip, from the bar I picked him up at to whatever shithole apartment in Roeland Park he lived in. At the end, if that cage hadn't been there, it's likely he would have tried to dry hump me. He seemingly tries to start a hug before he realizes there's a cage:DENIED MOTHER****ER!Pax was reported and had their account terminated.I prefer this over the plastic barriers, as this covers everything more solidly, and doesn't restrict airflow, so pax don't complain they are hot. Added bonus, they can slip cash through the hole. It definitely get's people's attention. Most think I am UC. I honestly can't tell you just how useful this thing is. There have been countless situations where sketchy individuals who request a ride see it and quickly nope out. I collect the fee and bounce. Also puts a stop to ""the drunk lean"". Reinforces the notion that everyone must sit in the back. The only further additions I intend to make is to get a cope light and weave it around the edge, and getting a IR Baby Mirror (Camera) so I can see the cabin without craning my neck to look in the mirror. Useful for when you here those ""unzips"" and ""unclicks"".Here'sthe main cage.Here'sthe bottom piece, a separate product which will cover any remaining gap:All you'll need is a screwdriver, some zip ties, 2 rubber straps (you can see them on the head rest) and 2 bungee cords to hold the bottom down by the console."
Any one here involved with these assaults?,jfinks,7217426,449229,"Get in a crash and they aren't wearing seatbelt, diced passenger.Care if I send that vid to a Youtube channel?"
Any one here involved with these assaults?,dapperstache,7217520,7217426,Hence the baby monitor.I'd rather you didn't since my face isn't blurred and the rules for that are very much stacked against drivers.
Any one here involved with these assaults?,jfinks,7217553,7217426,"dapperstache said:Hence the baby monitor.I'd rather you didn't since my face isn't blurred and the rules for that are very much stacked against drivers.Click to expand...Good thing you had a fence up, he may have given you a reach around."
Demand has Cratered,,448998,0,
Demand has Cratered,dapperstache,7203456,448998,"This was last night. It's absolutely not worth driving at all at this point. My favorite was the 3 rides for $3 promo. What the actual **** Uber?I know it's a holiday weekend, but it's been trending like this for several weeks."
Demand has Cratered,Nythain,7203569,448998,"Yeah. I called it quits around 9. Checked back later to see if it picked up, decided a pint of whiskey was more worth it. Its definitely been declining, not sure if its more drivers, or less demand. Holding out hoping for a hopping winter."
Demand has Cratered,Nythain,7203966,448998,"Well tonight was epic turnaround. Back to back to back rides, good tippers, just wish there was a surge for most of it in downtown/midtown. Walked away with 150 in 5 hours of work though, plus quest and streak it was the best night ive had in a couple weeks."
Demand has Cratered,dapperstache,7204030,7203966,"I think after tonight, I am done for awhile."
Demand has Cratered,Nythain,7204171,7204030,Probably the smarter move
Demand has Cratered,NGOwner,7204190,7203569,"Nythain said:Well tonight was epic turnaround. Back to back to back rides, good tippers, just wish there was a surge for most of it in downtown/midtown. Walked away with 150 in 5 hours of work though, plus quest and streak it was the best night ive had in a couple weeks.Click to expand...You went back out after a pint of whisky? Seriously? What I am missing?[NG]Owner"
Demand has Cratered,Nythain,7204192,448998,The day between posts?
Demand has Cratered,dapperstache,7204353,448998,"I made $215, my rides are a bit slower since I filter to 4.9 after 7PM."
Demand has Cratered,dapperstache,7204354,7204190,Nythain said:The day between posts?Click to expand...Pretty funny either way. lol.
Demand has Cratered,jfinks,7207198,7204353,I still don't have the filter option. Did you turn it on somewhere?
Demand has Cratered,dapperstache,7208502,7207198,
Demand has Cratered,Nythain,7208562,448998,"Must be select markets. Just double checked, no rider rating filter for me in KCEdit, lol just realized this is in the kc subforum. Maybe tier locked?"
Demand has Cratered,dapperstache,7208564,7208562,I am in KC. Maybe uninstall and reinstall the app?
Demand has Cratered,Nythain,7208567,7208564,"Lol, you should get a job with uber support. All seriousness though, i reinstall almost every other day, and install app updates when available. Just gonna write this one up to uber inconsistency."
Demand has Cratered,dapperstache,7209518,7208567,What is your acceptance rate?
Demand has Cratered,jfinks,7209529,7209518,Lol what is that? I do wonder if it turns on at a certain metric like the Uber pro BS.
Demand has Cratered,Nythain,7209542,7209518,Not high lol. And if thats the case i can live without and just manually not accept low ratings
Demand has Cratered,jfinks,7209553,448998,"Ya I don't pickup much under 4.85 ish. Maybe if there is a big surge or to complete a 3 trip series i'd go lower. Sucks when you've been in the airport queue for a while and a 4.6 shows up. I'm like how bad do you gotta be to get a 4.6.... That said I've picked up a 4.7 at the airport, younger gal from NYC. Everything went fine... I imagine some cities are more critical of rider behavior or maybe she parties a lot at home and is downrated. She was here for work stuff this time."
Demand has Cratered,Nythain,7209564,448998,Or she doesnt tip so gets a lot of 1 stars
Demand has Cratered,jfinks,7209572,448998,Ya that might be me. sorry not sorry. lol
Demand has Cratered,Nythain,7210342,448998,"So damn, anyone else noticing the city is quieter than usual tonight? Figured red friday would be popping. First time on a friday night ive gotten to stop at main street qt for a smoke while staying online without a ping"
Demand has Cratered,dapperstache,7212464,7210342,"Is Friday gonna be the new Sunday now with NFL season? If I hadn't worked a split shift Friday, I would have been hosed."
Demand has Cratered,Nythain,7216009,448998,"Man, yesterday (Wednesday) was seriously my worst day since I stated this. 4hr 4min ""online"" time, 8 trips, 85.12. And the dead miles. Between getting back from a drop off at FedEx off 210, offline dead miles trying to get away from the billion pings at starlight, and the dead miles getting home from Olathe. 151 miles total, that's .56/mile. Operating cost without including major unpredictable repairs (because I haven't had any) is about .25/mile. At least I was semi profitable but damn those numbers are horrible. Also, one of the few nights I've had actual time between pings again. Thinking Wednesday might just be a ""night off"" going forward lol."
Demand has Cratered,Nythain,7216809,448998,"Ok, this has nothing to do with demand but **** these event paxholes. Dont pin the whatever center then tell me you are ""on THE main street, facing power and lid light across from a place i dont know. DRAG YOUR ****ING PIN! That is all."
Demand has Cratered,jfinks,7216819,448998,"Some have found out that if you request from out of the area a little it can be cheaper, then they move back to where they were."
Demand has Cratered,dapperstache,7217089,7216009,"Wednesdays are ok as emergency days, like 4am - 8 or 9am, and maybe a little bit of the bar traffic if you do that sort of thing, but Thurs, Fri, Sat, Sun seem to be the best ROI for me.jfinks said:Some have found out that if you request from out of the area a little it can be cheaper, then they move back to where they were.Click to expand...You mean they update pickup? Hmm. Never had anyone do this. I pay attention to the pickup after I accept it. If the address changes, I cancel."
"Reservations were always bad, but now they are *really* f'ing bad.",,449380,0,
"Reservations were always bad, but now they are *really* f'ing bad.",dapperstache,7209527,449380,"Sorry Juan, but no.When reservations rolled out, for a 40 mile trip you could expect $40. This is 43.7 miles for $34. Pardon my french but **** that. Let's break it down. Here's KCs rate card:Base Fare$0.74Long Pickup FeeVariablePer Mile$0.6142Per Minute$0.1012Threshold11 minutesBy my calculations, that should equal $35.74 based on time and distance, including the 40 minutes online. The bastards are so cheap, they undercut their own base rates by $1.74.Hilarious."
"Reservations were always bad, but now they are *really* f'ing bad.",jfinks,7209539,449380,"Well at least you got a reservation that isn't at 4:30am like all the requests I have had. The ones I have seen have actually been pretty good rates, but haven't seen any in a week or two. That 40 minutes before is supposed to give uber time to find you a ride that gets you closer. Lyft's reservation system is way better. It only shows pickups that are in your vicinity.I've had uber reservation requests in Independence and Lee's summit, and I am on the far west side of OP..."
"Reservations were always bad, but now they are *really* f'ing bad.",#1husler,7209557,7209527,"I always thought placement of the heart,right of the reservation date & time,was a nifty (if not convincing) touch..kinda “wins me over”…"
"Reservations were always bad, but now they are *really* f'ing bad.",dapperstache,7209609,7209539,"Yeah, I noticed they've not only gone way down in price but in request frequency. I used to have 7 or 8 each morning (that already got claimed) that I'd have to sift through when I got up. Then, when Uber had their glitch that erroneously labeled drivers who were online and ready to start a reservation as being offline, I was inadvertently blacklisted from reservations. I spent 2 weeks going back and forth with agents whose name I can't pronounce, none of whom read the previous discourse. Finally I got one with more than 3 braincells and he reactivated Reservations, before warning me on accepting and never showing. I was so beyond exasperation. I wish I had just let them black list me. Maybe I will make it a point to accept a couple and purposely no show so I will stop getting them. I am still seeing plenty of them come at me in pings that other drivers obviously rejected. Who is seriously going to accept a ping that is $4-$8?"
