title,author,doc_id,parent,text
Driving a Tesla Model 3,Uber's Guber,5321328,5248244,Do it!Report back! :smiles:DanW said:~80% of pax comment about how nice it is~30% give up before figuring out how to open the doorClick to expand...Public schooled much?......
Driving a Tesla Model 3,DanW,5324945,5321328,Do you need a venn diagram?Here's an extra datapoint ~100% of the people who need to be told how to open the door also comment how nice the car is.
Driving a Tesla Model 3,Tesla007,5335816,343476,"OK So far 1 week, drove for 7 hours in West island, 11 trips, 150+/- income, riders are so excited to the car, most common issue opening the door, have to open the window and explain and similar when they leave.... .not sure with the $$."
Driving a Tesla Model 3,DanW,5338732,0,"I honestly don't think I would drive as my primary gig, as in a common theme here, the rates are really too low for a full time ""contractor"" gig.If I were committed to driving for rideshare I would definitely go model 3 over any of the 30-40k SUVs I see people driving, just on cost/mi .I'm enjoying it now, excuse to drive/show off the car, get to see new parts of the city, hopefully by the time it gets dull the car will drive itself"
Driving a Tesla Model 3,ryandalton,7192018,343476,"I don't use a Model 3, but I've been driving a Chevy Bolt for Uber for a while and have been enjoying it. I think the Model 3 might have a little bit more range. I wish the Bolt had a bigger range though. I recently joined thisEV drivers groupand someone said they charge more than 4 times a day which is pretty crazy. I only charge 2 times a day."
Driving a Tesla Model 3,142605,7215589,5317400,People the range is a challenge and you have an SR! Are there enough Superchargers there? Is there free charging like in the US?
Driving a Tesla Model 3,Kurt Halfyard,7232561,343476,Il y a une grande discussion sur ce sujet dans le sous-forum de TorontoThrere is a lengthy thread on this subject in the Toronto Subforum.Doing UBER with a Tesla Model 3There was a black Tesla driving every morning around square one Today i saw another Red Tesla at port credit I wonder what they are trying to do ? Driving these cars at Select pricing with no traffic is a lost I don't want to talk about Volvo SUVs But how they feel when they hand uber...www.uberpeople.net
Felicitations aux HABS!!!!!!!!!!!!!,,362491,0,
Felicitations aux HABS!!!!!!!!!!!!!,Another Uber Driver,5580041,362491,"HABS 5/Washington 2.I have been a Canadiens fan since I was a child. GF and I went to the game in Washington last night and I was positively delighted to see the Capitals get PWND by the Canadiens. There were more Habs fans in the crowd than I had expected and we were fortunate enough to have a couple across the aisle from Longueuil. Capitol One Arena is neither the Forum nor Centre Bell (the Habs played in the Forum when I lived in Montréal), but it was a great game for us Canadiens fans. It was not so great for GF (who is a Capitals fan) and the other Capitals fans..............Oddly enough, there were only two penalties in the game, one to each team. Washington did score on its power play. The Habs scored right after the Washington penalty expired but before the Washington player could get back into the action.The Habs return to Washington 20 February and GF and I WILL be there!!!!We rode Uber to get there, as it is difficult to get a cab where I live in Washington. We rode a cab back. The cab was less expensive than UBer."
Felicitations aux HABS!!!!!!!!!!!!!,Another Uber Driver,7102576,362491,ALLONS HABS!!!!!!!!!!!!!!!!!!!!!!!!!!!GO HABS GO!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!HIER TORONTO! (ET COMMENT C'ETOIT DOUCE ÇA!)AUJOURD'HUI WINNIPEG!!DEMAIN.................LA COUPE STANLEY!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!YESTERDAY TORONTO! (AND HOW MUCH BETTER CAN IT GET?)TO-DAY WINNIPEG!!TO-MORROW....................................THE STANLEY CUP!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Let's Stop BS'ing I uber in Mtl,,229524,0,
Let's Stop BS'ing I uber in Mtl,givemewine1st,3438938,229524,"three years ago drivers earned double the rate and on the week ends incentives were very generous and surges sometimes 4 times and more.Today uber x drivers make .79 per km minus 25 %To generate 1000 in a paycheck deposit. 1250 dollars must be generatedThat means no less than 160 to 180 ridesAssuming the average ride is $7 before uber cut that is alot of time spent away from home to generate brut income.The idea that uber x drivers make net 12 or more dollars per hour is a flat out lie.Driver partners need to do spreadsheets with all the details and not just with a fewJust to look good.I have been at it for 8 months.I drive a japanese car that does 28 mpg.My cost per km whether i have a client or not is .26So if I drive 1500 kms in one week my cost is $390 gaz included.So if my paycheck is 1000 but my expenses that include future repairs insurance plates cell phone car wash etc is $390 then I earned $610 and that $610 i can not spend because part of it goes to the govDepending on what my total income will be my tax bill could be upwards of 20 % of my 610 and how may hours was I on the road before expenses?And the 390 has to be banked to pay for gaz tires and shock absorbers and everything else that suddenly goes wrong. And they will go wrong.My suspension costs related to Montreal potholes and wear tear was $1800 in 2017 which represents almost 20 percent of 2017 brut revs. .Uber rate per km after its cut is .60So how in God s name can anyone state they make net over 1000?Unless of course they don t calculate surprise costs?Just because some do not factor these costs in does not negate the reality that every part of every car between 1km and 300,000 kms will have to be replaced at least once. Just do the math.Calculate every cost into the future until you change your vehicule divide the total by 300,000 and presto you have your cost rate per km used be it with Uber or personal.In the $610 i do not calculate lunch costs or coffees or the wasted time costs that I incur along with all other drivers who incur it when they wait or when they roam or when they drive to fetch a client. If i had to add that cost to the expense sheet as ""lost income"" it would represent at leat another 400 dollars in lost revs.Nobody talks about the cost of kms incurred going to clients.The lost revenue cost due to going to clients is never talked about yet it is real because we earn nothing fetching the riders unlike plumbers who are paid for their time going to the clients.SoThe next time anyone lies to you that as a uber x driver makes 20 bucks an hour net you have my permission to ring their neck and drop them off the coast of BS Island hook them in with a fish line and feed them salt and vinegar until they stop spewing deceipt.There is nothing dishonorable in being in business to earn even $1 per hour.It is your business your time your right.At the very least we all need to know before we sign up .Not 6 months later after we age our cars by 10000 miles.Make sense. Yes or no.Is it Uber s job to tell you to do the math?No.They are having trouble making profits despite their 25% cut on our revs and higher rates paid by riders.1000 net per week after gaz? Yes. But not after all the other expenses that amount to a staggering .26/.60 and that my dear friends is the truth.Having said this.""go out and earn what you earn but please...do not ever BS again about net revs that you can not prove as a uber x driver. If you can not prove it them you are not being honest with yourself and potential drivers.It is ok to earn 1 dollar per hour as they do in certain parts of the world.It is ok to state that after my expenses I earn net approx $7/ hour.It is ok to state that the rate paid by uber per km is at least 50 % less than whatIt should be to retain full time drivers.It is ok to state that many quit driving due to poor rates per km and other ride sharing companies make the same mistake. Ironically the soldiers that make Uber possible are earning less than required.Give people the truth.It might not be much but hey we all have to start somewhere.Let us state the truth.Lets be honest.If you can prove that you earn what you earn then give us a spreadsheetAnd please do not forget anything.Do the math.Uber did it before they began .And their logirythmic program recalculates 1000 times per second.At the very least do it at least once.From A to Z.Only then you will know.Do not assume the ads are revealing all the facts.They don't."
Let's Stop BS'ing I uber in Mtl,illusion,3439117,229524,"lollll , a lot of uber drivers are suck in math , i met a lot of them and they are deducting just gaz as expense, and the rest are too lazy to get a real job, but who am i to judge"
Let's Stop BS'ing I uber in Mtl,givemewine1st,3439216,229524,Uber driver report
Let's Stop BS'ing I uber in Mtl,Fox Mulderr,3978042,229524,"I used to spend a lot on car wash, cleaning, vacuuming as well..."
Let's Stop BS'ing I uber in Mtl,pacifico,3998364,229524,"I agree we need to do the proper calculations, and that actually uber is not good as a full time job,lets see this math:28mpg equals 8.4 lts/100km cost is variable because gas prices so lets say gas is $1.50 a liter (expensive) then : 1500km is 15 times 100km so 15x 8.4 lts × $1.50 is $189 for the 1500km; jeje we save some money herenow each km should be like $0.126 at $1.5/liter gas price, so maybe the car is not so good in gasso just for considering the gas we will do $0.664/km x 1500 equals $996 minus 25% equals $747+10% (tax return) equals $821.7 aprox. paycheckregards"
Let's Stop BS'ing I uber in Mtl,givemewine1st,3999328,0,You calculated fuel but ignored everthing else. Kms you stftef were total kms used to generate pay or was it kms driving the riders? Because it kms stated were kms used drivibg riders you forgot to mention the other kms used to fetch the clients. Mys stats 45%f all kms used are roaming kms and tge other 55%;are the kms we are paid more. Since you stated that you gas cost per km is 12.6 pennies then if 1500 kms used driving riders we also usedca min 600kms more fetching the riders .2100 kms used. So nowbout total fuel cost is 2100kms times .126/kmm= 264.60 still laughing?What about other costs that will show uo? Do you know what the cost will be?I know with my sentra if i drive it.ro the finish line fuel is .07/km and .23/km are all future costs including car replacement.Which means for every km driven i bank .30/km i do not spend it or i will fins myself out in the streets when i cant pay the rent because i fixesld the car.My point.is if as drivers we are paid net .60 /km in montreal but if for a car like a sentra only have of that revenue i can spend then the bottom line is alot worse that what you say your.check is.Because if you factor in all the costBank itWhat you.actually earn is less min wageLets look at your statsYou got oais for 1500 kmsBut you used 2100Min cost for 2100 kms is $630.126/km for fuel.174/km for all future car costTake your paycheckSubtract 630Divide by the hours you were online to drive 2100 kmsMin 50 hours822 paycheckMinus gaz and future costs of 630Net 192 for 50 hoursBut.wait ..It cant be true..What will uber drivers do when they spend.it as fast as they make.it.but.never bank.any money.for.future.repairs?Or to replace car?In 3 years car will bw.finishedThe driver is.bankruptAnd he sleeps.in.his carYou sure you want to recruit a best friend as a uber driver?Best to.recruit.someone.you hate.Because it is a slave creating.company.
Let's Stop BS'ing I uber in Mtl,Icannotlie,5402388,229524,"Ok, I just read this nonsense and your calculations can be applied to any job. Making $75 an hour in an office job requires expenses (car, gas, car depreciation and repairs, parking bus passes, other travel, suits, makeup for women, hair cuts, shoes, lunches, dinners, memberships, etc.) that, when deducted from your pay can leave you with $7/hour. It’s called life. Let’s not exaggerate in the other direction.I’d say that with Uber you have to work smart, not hard. As an independent contractor, I deduct more than a third of what I earn in business expenses (car lease, registration, license, gas, etc.) that saves in taxes alone. I don’t waste a lot of time waiting around. I drive at the peak times only, 11:00 to 2:00 and 5:00 to 9:00 (later on Thursday, Friday, and Saturday).There’s no question that it’s not a dream job, but you don’t have to be so discouraging. There are people with life situations who have no choice but to Uber."
Let's Stop BS'ing I uber in Mtl,illusion,5413305,0,"I totally agree with youand i hope for you to uber all your life, after all it s a good job"
Let's Stop BS'ing I uber in Mtl,Yam Digger,6876073,3438938,What does Uber have in common with the Chinese Communist Party? They're both pathological liars incapable of telling the truth.
Mecanic inspection,,429725,0,
Mecanic inspection,Rawdflow,6830673,429725,"After a year not driving for uber i got my account rejected! Anyway i was looking to get car inspection last time i went to speedy which was fast and cheap, now not sure if it will past as the app tell me to get a certified. Saaq garage? Anybody knows if it works whit speedy?"
What happens now?...help,,421563,0,
What happens now?...help,Yomomo,6677030,421563,"Hello,my account has been on hold since the 4th of December because of health officials concern. I’ve posted about this before and i got a few responses telling me that I was contact traced. I have no news from Uber since, no driving, losing income. I did go tested right away on the 4th and tested negative now I’ve been in isolation since then and will go back to get tested on the 18th, 14 days after to make sure I’m still negative. Has this happened to anyone ? Do I just wait and hope to get help? I feel forgotten. I’m desperate, I need to drive again. Thanks"
What happens now?...help,Another Uber Driver,6691695,421563,"Some times, you must send Uber repeated e-Mails until you get a response. Did Uber tell you specifically why it waitlisted you? DId it tell you what to do for re-instatement?Bienvenue à UPpointNet."
Health Officials?,,420879,0,
Health Officials?,Yomomo,6664597,420879,"Hello,I received a message in my inbox today telling me that my account was on hold and that i had to contact health officials...I went to get tested for COVID-19 right away even tho I was never told specifically what happened and why. I feel fine and have no symptoms. Can someone tell me how long it took to hit the road again? what to expect from Uber? Any info. Would be greatly appreciated. Thank you! Maurice from Montreal Canada"
Health Officials?,tohunt4me,6664609,6664597,Quarrantine for 14 Days.Multiple Retests.One of your passengers was Contact Traced.
Health Officials?,Yomomo,6664639,6664609,tohunt4me said:Quarrantine for 14 Days.Multiple Retests.One of your passengers was Contact Traced.Click to expand...thanks for replySo even if I get my result in the next few days and it's negative I still have to wait 14 days? no revenue? &#128545;
Health Officials?,tohunt4me,6664642,6664639,Most probably.
Health Officials?,RideShare_Hustler,6664664,420879,You can post in the Canadian sub forum for more local knowledge of the regulations.I personally have Fauci on speed dial.
Health Officials?,tohunt4me,6664674,420879,Canadian Covid is Much Like American Covid.Same Quarrantines should apply.Now Chineese CovidREQUIRES permanent boycott of Chineese goods !
Health Officials?,ANT 7,6665400,420879,You were contact traced.
How is driving this year?,,413059,0,
How is driving this year?,hive11,6520148,413059,I'm wondering how the full-time drivers feel about driving this year? Is it still as busy?
How is driving this year?,Another Uber Driver,6520719,413059,"It varies by market. In my market, generally, you can stay busy. The promotions have not been very good, of late, except late at night. The surges come and go, both in the day and at night.Some have mentioned that food delivery has fallen off, of late.Some of the ants who stopped working have come back since the Government ""Cheese"" in the E.E.U.U. has stopped and our Congress can not seem to come up with anything new. Not all of them have returned, however. In addition, there has been some customer loss since the customers are not getting Government ""Cheese"", either.I do not know what the Federal or Provincial Government is doing for you, up there, but, it could have an impact on business. We do have fewer people out of work in the Capital of the E.E.U.U., so we are not hurting as badly as other parts of the country.Bienvenu à UPpointNet"
How is driving this year?,hive11,6521835,6520719,nice! which market are you in? I'm more curious about Mtl specifically but still would like to know
How is driving this year?,Another Uber Driver,6522459,0,"...........Washington, D.C. I did live in Montréal as a young man. I lived inSud-Ouest, which was a slum when I lived there. It has been quite some time since I lived there. I have been back here and there and still talk to people up there."
How is driving this year?,bigfrog,6530902,413059,"This week’s volume has dropped significantly in Montreal.It’s normal at noon, but pitiful at night."
How is driving this year?,Another Uber Driver,6531075,413059,"Night has been pretty good, here. Uber and Lyft have been offering the best promotions at night. This might be due to fewer drivers' working at night, here."
Did you get the tips today?,,407453,0,
Did you get the tips today?,bigfrog,6405278,407453,"I made 10 deliveries tonight, but so far I haven’t received any tips.I feel very strange, is there a problem with the system?Or just unlucky？"
What’s wrong with uber eats,,406025,0,
What’s wrong with uber eats,bigfrog,6375360,406025,"From 5pm to 7 o'clock, there are only 2 orders, less than 8cad per hour, crazy!情况显然不如地图上所示"
What’s wrong with uber eats,citytypeofguy,6375421,406025,Toronto is all $3 and $4 ordersEnjoy the $8 while it last
What’s wrong with uber eats,Another Uber Driver,6375983,406025,You call it FubarCheatsfor a reason.Comme de raison on l'appelle FubarCheats
What’s wrong with uber eats,bigfrog,6376009,6375421,"Really？How many orders are Toronto in one hour?Why did I stop in the restaurant concentration area for 25 minutes during the peak meal time and no orders were given to me, but I saw many Uber guys coming into the restaurant to take orders?"
What’s wrong with uber eats,Another Uber Driver,6376595,6376009,"Some Cheatsdrivers South of Your Border have made similar complaints. They sit somewhere that has many restaurants and watch drivers' going in and out. In the Capital of the U.S. of A., we have several delivery applications, so the drivers here can not always be sure who it is. In other places, FubarCheatsis the only one, so they know. There has been more than one complaint that the application is showing favouritism to certain drivers; often rookies.Some drivers have complained about this when they reject jobs. They have reported that they declined two or three jobs then did not get anything for thirty or so minutes. It could be that Uber is putting drivers on ""tme out"" without informing them.This also happens to UberX drivers. UberX drivers can, however, turn on the passenger application and make sure that it ""sees"" their car. Some times, it does not, so they must sign out and sign in once more. Never have I used Uber Eats as a driver or customer, so I do not know if the customers can see where the cars are...................hein; j'ai oublié mes devoirs comme arbitre: bienvenu à UPpointNet, M. L'Ouaouaron."
What’s wrong with uber eats,bigfrog,6378045,406025,"With this week's comprehensive lifting of bans and traffic jams, the time to complete orders has greatly increased, and revenue has been greatly reduced"
What’s wrong with uber eats,Another Uber Driver,6378053,406025,"Are you telling us that you received only two orders in two hours because the traffic slowed you and made it hard to complete your deliveries?They lifted restrictions in some states here and had to re-impose them, as people started to get sick. I hope that does not happen up there. I lived in Montréal as a young man and still have friends up there. I liked it when I lived there."
What’s wrong with uber eats,bigfrog,6378062,6378053,"No, these are two things. The first is that only one order is generated at 5-6 o'clock for two consecutive days. The second thing is to say that because of the slow traffic, 4 orders can be completed in an hour before, and now it has dropped to 2-3 orders."
What’s wrong with uber eats,Another Uber Driver,6378083,406025,"The whole thing has slowed, then.It might be that due to the lifting of restrictions in Montréal, either people are going out to eat or that they are just picking up the stuff themselves. People have been cooped up for so long that they are using anything as an excuse to get out. I never made a habit of delivering food, so I am not sure of the peak times.Perhaps consider driving UberX? I know that you must get a special licence for it in Québec, but, if the restrictions are being lifted, the government offices should open. I would guess that there would be a mad rush the first couple of weeks, but, after that, it should calm down. Perhaps the last time that I had to deal with any government office in Québec was when I was a young man and it was something with my truck driver's licence.................either that or Immigration, although that is a Federal thing."
Asking for class 4C license when signing up?,,405372,0,
Asking for class 4C license when signing up?,RNO321,6361556,405372,"When I try to sign up to Uber eats the app is asking for a class 4C license followed by vehicle registration and Insurance.Since I'm not driving anyone, why can't I sign up with a standard class 5 license?"
Asking for class 4C license when signing up?,Another Uber Driver,6362076,405372,"Does Uber list its requirements for Uber Eats in Montréal. If it does, it should tell you what class of licence you should have. If it does not, you might have to contact Uber.I do not know if either Montréal or Québec have any rules for Uber Eats drivers, or not. We had an Uber Eats driver here a while past,@Etienne_, but I have not seen him in some time.Bienvenu à UPpointNet."
Hit and Run Insurance Question,,397984,0,
Hit and Run Insurance Question,Kurt Halfyard,6221868,397984,"Even though it has been crickets in this forum for some time, I'm going to post this here, and see if any of the user base can help the fellow out, just click through to the thread posted elsewhere in the forum.https://uberpeople.net/threads/i-need-advice-on-a-hit-and-run.397940/"
Hit and Run Insurance Question,Rawdflow,6251555,397984,"Base on the story, you have been victim of a criminal act, you should seek CAVAC, they will provide you help, the fact that you did not work at the time is irrelevant, and get a layer no mater if you dont have the money, dont wait for uber to do something, they wont, SAAQ as there limits, insurance will try to save money as usual, google CAVAC ."
Hit and Run Insurance Question,Uberguyken,6251868,397984,This has been answered to death in the original post. Get a damn laywer and stop asking people on a forum what to do.
french,,340626,0,
french,harman8,5202781,340626,hey i would like to drive uber in montreal and i know very basic french can you guys share some questions what kind of questions they are going to ask
french,Rawdflow,5210682,340626,"Best way to learn! Beside questions on the city, good restaurants...... bonjour, merci, s”il vous plait,I find easy to do uber in any language, ok im fluent french/english and got the base for spanish,I learned by working in those languages, dont be scared! Get in to it!!I would say that 80% of the time it is bonjour, merci!!"
french,Another Uber Driver,5215603,340626,à la gauche/à la dretteJe me dois arrêter icitte?Vous-autres voudriez débarquer icitte?/Tu voudrois débarquer icitte?Je peux pas aller asteure; rouge le sémaphore.On doit pas manger dans le char.Cet minou est pas animal à service; ni cet chaoui.La loi permet pas les béverages alcooliques dans le char.Câlicé le système localisation mondiale au jour d'hui.
french,Rawdflow,5216326,5215603,? that is a good start! Its more than i add to start in english!
french,Another Uber Driver,5216598,5216326,"The first three, of course, are routine questions that you ask passengers several times daily. The last five are to deal with the nonsense that passengers often try to pull: telling you to break traffic laws because they are late; they want to eat in the car and leave the mess for you to clean up, they want to drink beer in the car and they have these messy animals and try to pass them off as ""service animals"" in an attempt to hustle you into taking them.If it is a smaller animal, it must be in a container. I am not letting a cat claw my seats. I had one try to get in with a parakeet. This bird must have been well trained, because it stayed on her shoulder and did not fly away, but, I was not allowing it in my car so that it could poo everywhere. I have heard from drivers who told me about ""service snakes"", ""service frogs"" or ""service raccoons"". I have yet to hear about ""service bears"" or ""service skunks"", but it would not surprise me. Up there, you might get acarcajou à service?I do not know how often you get passengers who try to pull any kind of nonsense in Montréal. There are enough here in the Captial of the New Knighted Steaks Uh Murrica to make it annoying. Mostly it is people who want to eat in the car or people who blame you because they are late."
french,peteyvavs,5216602,5202781,Hello and good bye.
french,Another Uber Driver,5216608,5216602,Allô et bébaille.
french,Etienne_,6037635,340626,"est-ce que c'est tout?La commande est pour [name]Le numéro de commande est 12345Parfait!MerciBonjourBon matin (anglicisme populaire.)Comment allez-vous?Je vais bien, mercivoilà pour vousBonne appétitPassez une -> bonne soiréeBonne Journéebonne matinée..."
french,Another Uber Driver,6037774,6037635,"Les tiennes, eux-autres sont utiles aussi.Je connîs pas quest-ce-qu'on demande au examen à Montréal, mais pourroit-être qu'on demande les phrases que t'as défini. A part de ça. tes phrases sont utiles pour conduire a cité francophone.Etienne_ said:Le numéro de commande est 12345Click to expand...Uber et Lyft, eux-autres utiliseont la code confidentiel NIP aussi au Canada?Etienne_ said:Bon matin (anglicisme populaire.)Click to expand...............aussi chez les cajuns...............................Etienne_ said:Je vais bien, merciClick to expand...On dit pas ""pas pire"" encore à Montréal?"
french,Etienne_,6037792,340626,"Ha, j'ai oublié que le forum est pour Uber en général...Les expressions que j'ai mentionné sont seulement pour les conducteurs UberEATS.Ce sont des phrases que je répète casiment tout le temps au client.Numéro de commande de Ubereats c'est pour les restos"
french,tohunt4me,6037820,5216602,
french,Another Uber Driver,6037976,6037792,"Ben ouais.......................mais on peut afficher icitte les messages d'UberX, Uber Taxi (que on a-t-à Montréal) ou d'Uber EatsEn verité, quelques des expressions que t'as mentionné, eux-autres sont utiles aussi pour UberX ou-t-Uber Taxi.A part de ça, y-y-a panneau a-t-affichage au Forum à-t-Uber Eats. Que tu le garde quand que t'aies des temps libre.Etienne_ said:de commande de Ubereats c'est pour les restosClick to expand...Ha......ben ouais.......................drette asteure, je suis pas sûr, mais je crois qu-y-y-aie aussi numero de commande aux EEUU,, mais les conducteurs d'Uber Eats, icitte à Washignton, eux-autres l'utiliseont pas souvent. Quand que j'attends après ma propre commande (comme client du restaurant,,,je conduis pas Uber Eats), J'oie les conducteurs d'Uber Eats qui disiont le nom du client au personnel du restaurant.Ha, je me dois excuser.....je manquoie mes devoirs comme arbitre: bievenu à UP-point-Net.Je crois que je sois le seul arbitre francophone à ce forum. Y-y-a quelques affichants framcophones icitte, mais eux-autres sont pas nombreux.. Malgré ça, Les Règles permettiont qu'on affiche les messages en français.Bienvenu à UP-point-Net."
french,Etienne_,6038017,6037976,"Ici normalement nous disons le nom puis, s'il nous demande le numéro de commande on leur donne, mais c'est assez facil, les restaurant qui demande le code sont les fast-food populaire telque mcdonald'sAnother Uber Driver said:Bienvenu à UP-point-Net.Click to expand...Merci!"
french,Mash Ghasem,6038105,5215603,"It's been 4 decades, but, say what? Local slang/accent?"
french,Another Uber Driver,6038233,6038105,"dretteis an archaic version ofdroit.icitteis an archaic version ofici.charis a disguised Anglicism forvoitureorauto. In Canada or Louisiana, if you want to drive avoiture, you need horses, literally (I suppose that donkeys might do in a pinch).. Many things that appeared after the French left Canada and Louisiana are Gallicised versions of the English word. In addition, you see many literal translations of English expressions into French in both Canada and Louisiana; hencedrette icittefor :""right here"". No one in France, Switzerland, Belgium or Francophone Africa says ""droit ici"". In Canada and Louisiana, however, they do saydrette icitte.The Québec and Cajun dialects are essentially seventeenth century French. Take care not to confuse Cajun French with Kouri-Vini. Cajun French is French. Kouri-Vini is not; it is the dialect of Creole commonly spoken in Louisiana.I learned to speak French from a Cajun nanny when I was a child. This explains why I tend to write in dialect rather thanfrançais métropolitain. The Cajun and Québec dialects are similar enough that I had little trouble during the three years that I lived in Montréal. When I lived there, I lived insud-ouestwhich was a slum, at the time. English was useless, there, at the time.Of course, my nanny did not teach me any swear words. I learned a few in /high school because there was one kid from Montréal and one from Liège in my class, so they taught me a few Québec and Belgian swear words. When I lived in Montréal, I learned even more. Thus, while I speak Cajun French, I usequébecoisswear words. This results in combinations such ascouillon tabarnak, which you will not hear often in Montréal.Couillonis an almost universal term of abuse in the Cajun dialect. It is the equivalent of ""dumbass"" in English. In Québec,tabarnak(ortabernak--in Québec and Louisiana, the French ""e"" is often pronounced as a French ""a"") is the equivalent of an English word that is banned on this forum.Calicéis the equivalent of the past participle of a modern vulgar English verb derived from a vulgar verb of Anglo-Saxon origin, that is also banned on this forum."
french,Etienne_,6038348,6038105,"We have still people saying these words but it is considered here in Montreal as old Quebec french or Acadians french.But we do still use char, a drette, and icitte. We have many ""sacres"" vocabulairy too like tabarnac, osti, calice, saint-ciboire, sacrements etc.I think that now slangs are more in the prononciation. Likebonne Soirée -> bonne souéréeBut still I don't have a clue of the slang I use &#128514;.I think it is better talking to client in a ""correct french"".I do call my clients ""chef"" sometimes. In English it is like saying boss. Like in:C'est où qu'on va, chef?Meaning:where are we heading, boss?"
